epoch,score_best,score_avg,score_std,seq_length,latency,repeat_id
100,0.52368164,0.5001221,0.008053346,8,0,0
200,0.52783203,0.5003376,0.007791139,8,0,0
300,0.5209961,0.50006485,0.0077044326,8,0,0
400,0.51904297,0.50042915,0.007633284,8,0,0
500,0.51953125,0.5003338,0.008497919,8,0,0
600,0.51831055,0.50055885,0.0075202244,8,0,0
700,0.52075195,0.50003433,0.008040019,8,0,0
800,0.52368164,0.500082,0.008547008,8,0,0
900,0.5202637,0.49931145,0.00798654,8,0,0
1000,0.5202637,0.5001087,0.0073159365,8,0,0
1100,0.52124023,0.4998932,0.007918341,8,0,0
1200,0.5229492,0.5018177,0.007820532,8,0,0
1300,0.5202637,0.49962044,0.0076363985,8,0,0
1400,0.5163574,0.5004406,0.0068026176,8,0,0
1500,0.5180664,0.49863625,0.007815512,8,0,0
1600,0.52197266,0.50040627,0.007753524,8,0,0
1700,0.52368164,0.4994774,0.008417915,8,0,0
1800,0.52124023,0.49900436,0.007825935,8,0,0
1900,0.51953125,0.50138855,0.0074010477,8,0,0
2000,0.5214844,0.5002384,0.007561432,8,0,0
2100,0.5192871,0.49964142,0.008464595,8,0,0
2200,0.52246094,0.49955177,0.007940365,8,0,0
2300,0.5161133,0.4989128,0.007908519,8,0,0
2400,0.5197754,0.49999237,0.0077202194,8,0,0
2500,0.517334,0.4997139,0.0077905403,8,0,0
2600,0.5202637,0.49936295,0.0072433604,8,0,0
2700,0.517334,0.49876976,0.007322528,8,0,0
2800,0.51464844,0.4995365,0.0070858533,8,0,0
2900,0.51660156,0.49943542,0.0076735024,8,0,0
3000,0.5239258,0.49970818,0.008466583,8,0,0
3100,0.51831055,0.49983215,0.0077713686,8,0,0
3200,0.5214844,0.50009155,0.007852867,8,0,0
3300,0.51831055,0.5001602,0.0071292636,8,0,0
3400,0.52197266,0.50084877,0.008116756,8,0,0
3500,0.52319336,0.50076103,0.008760704,8,0,0
3600,0.5161133,0.49990845,0.0072030537,8,0,0
3700,0.52124023,0.5020218,0.007900749,8,0,0
3800,0.517334,0.49987793,0.00719678,8,0,0
3900,0.52197266,0.49993324,0.008049859,8,0,0
4000,0.5229492,0.49884796,0.008329618,8,0,0
4100,0.517334,0.49995232,0.0071092895,8,0,0
4200,0.52319336,0.5001049,0.007833494,8,0,0
4300,0.5202637,0.49987602,0.007838088,8,0,0
4400,0.51904297,0.50024605,0.007903021,8,0,0
4500,0.51904297,0.4996662,0.008336544,8,0,0
4600,0.5217285,0.49945068,0.007557708,8,0,0
4700,0.5246582,0.50084496,0.008006076,8,0,0
4800,0.5251465,0.49964714,0.007950214,8,0,0
4900,0.51660156,0.49988556,0.006187768,8,0,0
5000,0.5217285,0.49897957,0.0074831834,8,0,0
5100,0.52368164,0.49983406,0.008358861,8,0,0
5200,0.5205078,0.5006733,0.0075000473,8,0,0
5300,0.5192871,0.49980545,0.0076474003,8,0,0
5400,0.5197754,0.5001354,0.008286004,8,0,0
5500,0.52319336,0.50001526,0.00814372,8,0,0
5600,0.5202637,0.5002556,0.0076157013,8,0,0
5700,0.5161133,0.5000782,0.007530297,8,0,0
5800,0.5209961,0.5000572,0.007597803,8,0,0
5900,0.5161133,0.4998417,0.007677254,8,0,0
6000,0.52075195,0.49968338,0.00792014,8,0,0
6100,0.52001953,0.5005932,0.008150175,8,0,0
6200,0.517334,0.49990082,0.008127962,8,0,0
6300,0.5214844,0.50004387,0.0077943257,8,0,0
6400,0.5270996,0.50016403,0.008836359,8,0,0
6500,0.5185547,0.500227,0.0077218628,8,0,0
6600,0.5214844,0.501503,0.0077619967,8,0,0
6700,0.52075195,0.4992981,0.008054039,8,0,0
6800,0.51782227,0.49980164,0.007885813,8,0,0
6900,0.52246094,0.50014114,0.007842163,8,0,0
7000,0.51782227,0.50019073,0.0072929948,8,0,0
7100,0.51953125,0.49868393,0.0073465784,8,0,0
7200,0.51586914,0.49928856,0.0073720035,8,0,0
7300,0.51660156,0.49952507,0.0071482374,8,0,0
7400,0.7116699,0.6995449,0.0051185247,8,0,0
7500,0.767334,0.7505722,0.006124722,8,0,0
7600,0.8046875,0.7843952,0.0065077343,8,0,0
7700,0.82714844,0.81339455,0.006196668,8,0,0
7800,0.8574219,0.8423729,0.005772884,8,0,0
7900,0.8762207,0.86055756,0.0054349946,8,0,0
8000,0.88549805,0.87293625,0.005961705,8,0,0
8100,0.90649414,0.89587975,0.00477763,8,0,0
8200,0.9157715,0.90613556,0.005042695,8,0,0
8300,0.92626953,0.91607666,0.0042207036,8,0,0
8400,0.9328613,0.9236717,0.0042494815,8,0,0
8500,0.9440918,0.93517494,0.003597188,8,0,0
8600,0.95458984,0.94511414,0.003143718,8,0,0
8700,0.9602051,0.9525795,0.0028080293,8,0,0
8800,0.9602051,0.95373726,0.0028938637,8,0,0
8900,0.96313477,0.9534378,0.0028117502,8,0,0
