epoch,score_best,score_avg,score_std
10,0.101749696,-0.035188228,0.028810158
20,0.24529828,0.0015352458,0.030467004
30,0.15296869,0.02127088,0.037832122
40,0.15180658,0.03143842,0.053297088
50,0.41459677,0.04626385,0.07286662
60,0.39937714,0.065343745,0.08591268
70,0.5076365,0.069324926,0.0997413
80,0.39562047,0.08426656,0.101720214
90,0.53062785,0.14065842,0.13375773
100,0.77307534,0.18270206,0.15438694
110,0.76745653,0.22840124,0.17502326
120,0.8940383,0.30549973,0.18926674
130,1.2679616,0.502058,0.24443258
140,2.1556697,0.92561287,0.34957635
150,2.1665294,1.3031056,0.38302475
160,3.0776737,1.8736547,0.5147127
170,3.9733374,2.5399234,0.6180566
180,5.0327716,2.9308238,0.6463705
190,6.4599757,3.5916066,1.016491
200,6.8184986,3.8501182,1.0645863
210,8.013392,4.2190294,1.0971531
220,8.195715,4.509033,1.3472294
230,8.506546,5.2421207,1.3511163
240,9.238567,5.9528604,1.3238997
250,11.17149,6.6954308,1.4296633
260,10.998052,7.509856,1.2246621
270,11.893417,8.749832,1.1499654
280,11.677373,9.405775,0.95587015
290,12.738539,10.482817,1.0106833
300,14.973132,11.639614,0.97608966
310,14.961109,12.443357,0.9559074
320,15.403938,13.4074,0.91292804
330,16.900593,14.084849,0.9722308
340,17.86589,14.966938,0.98872954
350,18.358171,16.144135,0.9141628
360,19.94149,17.311169,0.9450129
370,21.639887,18.612404,1.0063329
380,23.633318,20.360456,1.06018
390,25.929882,23.008186,1.0601295
400,27.230724,24.26308,1.1237533
410,28.970886,26.172276,1.0647924
420,30.2487,27.29699,1.0569463
430,31.035513,28.616035,1.0320779
440,31.307127,29.427576,0.9911299
450,33.03051,30.628511,1.0670966
460,34.639137,31.626919,0.9736632
470,35.92439,32.77139,1.1209239
480,36.9496,33.63092,1.166457
490,36.86,34.44519,1.1200135
500,38.94,35.49375,1.1165323
510,38.82745,36.088875,1.0966698
520,39.457165,36.80419,1.1751794
530,39.853916,37.346237,1.1720424
540,41.3654,38.43283,1.1195613
550,42.30485,39.190536,1.1286716
