epoch,score_best,score_avg,score_std,seq_length,latency,repeat_id
100,0.52197266,0.50025177,0.007721124,8,0,0
200,0.515625,0.49907112,0.007879864,8,0,0
300,0.5214844,0.50063515,0.008014879,8,0,0
400,0.51660156,0.500206,0.0076810652,8,0,0
500,0.5161133,0.49904442,0.0075735897,8,0,0
600,0.52001953,0.49868584,0.007873601,8,0,0
700,0.5175781,0.499403,0.0076916893,8,0,0
800,0.5168457,0.50027275,0.0075493613,8,0,0
900,0.51953125,0.49990082,0.007646065,8,0,0
1000,0.5187988,0.5000496,0.0065182257,8,0,0
1100,0.53027344,0.49998283,0.008421037,8,0,0
1200,0.51904297,0.49908638,0.007900296,8,0,0
1300,0.5180664,0.5013695,0.0077042365,8,0,0
1400,0.517334,0.4983158,0.007210926,8,0,0
1500,0.5192871,0.4985695,0.0075258305,8,0,0
1600,0.5275879,0.5002022,0.008066582,8,0,0
1700,0.5209961,0.5004482,0.007070784,8,0,0
1800,0.5205078,0.50016975,0.0072593717,8,0,0
1900,0.5187988,0.49920845,0.007787231,8,0,0
2000,0.52075195,0.49912643,0.008271085,8,0,0
2100,0.5197754,0.49900818,0.0078029423,8,0,0
2200,0.5187988,0.5009632,0.0072798533,8,0,0
2300,0.51831055,0.49918747,0.008433851,8,0,0
2400,0.51708984,0.5003643,0.008198728,8,0,0
2500,0.5241699,0.5005398,0.008046848,8,0,0
2600,0.515625,0.50034523,0.007952247,8,0,0
2700,0.52246094,0.5009136,0.0075376094,8,0,0
2800,0.51538086,0.49962044,0.0076822997,8,0,0
2900,0.52001953,0.49918175,0.0073052216,8,0,0
3000,0.5239258,0.50086784,0.0070083407,8,0,0
3100,0.51660156,0.50024796,0.0076580863,8,0,0
3200,0.52246094,0.500597,0.0076536974,8,0,0
3300,0.5332031,0.50021553,0.0073774704,8,0,0
3400,0.5180664,0.4985962,0.007643298,8,0,0
3500,0.51416016,0.49910927,0.0067011337,8,0,0
3600,0.51782227,0.5001774,0.0076426715,8,0,0
3700,0.51538086,0.499115,0.007852096,8,0,0
3800,0.5205078,0.5011749,0.008081326,8,0,0
3900,0.5222168,0.4992485,0.0074291723,8,0,0
4000,0.5192871,0.500185,0.007828086,8,0,0
4100,0.52490234,0.5000267,0.007787798,8,0,0
4200,0.5180664,0.49975014,0.0072320523,8,0,0
4300,0.5202637,0.50045204,0.008004982,8,0,0
4400,0.5202637,0.5007229,0.008159924,8,0,0
4500,0.52197266,0.49970818,0.0082154125,8,0,0
4600,0.52124023,0.49987793,0.008135668,8,0,0
4700,0.515625,0.49954796,0.0076471404,8,0,0
4800,0.5187988,0.49985504,0.0074914554,8,0,0
4900,0.51953125,0.5012989,0.008159954,8,0,0
5000,0.52001953,0.50045776,0.008010152,8,0,0
5100,0.5192871,0.5015373,0.007792707,8,0,0
5200,0.7199707,0.70718575,0.0051656687,8,0,0
5300,0.7687988,0.7535801,0.0059048384,8,0,0
5400,0.78808594,0.7739372,0.0053120623,8,0,0
5500,0.8198242,0.8073845,0.0056668976,8,0,0
